image_id,source,rel_path,sha256,width_px,height_px,modality,material,has_defect,n_defects,defect_types,iso_codes,src_labels_raw,label_type,has_localization,phash_hex,group_id,group_size,strata_key,split,client,eval_subset,thickness_mm,thickness_source,px_per_mm,scale_source,quality_level,ingest_version,label_map_version,notes
riawelc:data/raw/riawelc/RT/UNK/w00077_f0.png,riawelc,data/raw/riawelc/RT/UNK/w00077_f0.png,005ce07827b7e4387cf793f9bf7e0fd35de440b68515380300d97b1b01d9321e,224,224,RT,UNK,True,1,crack,100,CR,classification,False,ce0f2b308c0d3292fe60a6744f8bd4c91297e2d3307aac1145bcc0a90a108999,grp_UNK_005ce07827b7,1,UNK|crack,train,C3,,,none,,none,,riawelc-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
riawelc:data/raw/riawelc/RT/UNK/w00121_f0.png,riawelc,data/raw/riawelc/RT/UNK/w00121_f0.png,0060329b82a4240a4272aee44f930f495993337c4fca44f9456c284e2bf749f6,224,224,RT,UNK,True,1,porosity,2011,PO,classification,False,400d244e7a8f156bf7430f00582d69e8c1c5ef22896fbbe4ba9b9b6386bde632,grp_UNK_0060329b82a4,1,UNK|porosity,train,C1,,,none,,none,,riawelc-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
riawelc:data/raw/riawelc/RT/UNK/w00168_f2.png,riawelc,data/raw/riawelc/RT/UNK/w00168_f2.png,00d48bb1d11c2eacbc11875e8c1687d6171179ea2ba814ff059433cf83e46599,224,224,RT,UNK,True,2,lack_of_penetration;porosity,2011;402,LP;PO,classification,False,8ed9f118aac521e5e3996ebcf301b7b1e5583904160fe7b2a1f2f644a04a771a,grp_UNK_00d48bb1d11c,3,UNK|porosity,train,C3,,,none,,none,,riawelc-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
riawelc:data/raw/riawelc/RT/UNK/w00195_f0.png,riawelc,data/raw/riawelc/RT/UNK/w00195_f0.png,00d674037d365108cae9aa0a984b808d3d11a697e173b371aba926e4aa1d86ef,224,224,RT,UNK,True,1,lack_of_penetration,402,LP,classification,False,4568ff971a88eea85c842f10b62a45f13fa92456f9d61b8d78ffa94056739992,grp_UNK_00d674037d36,1,UNK|lack_of_penetration,train,C1,,,none,,none,,riawelc-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
riawelc:data/raw/riawelc/RT/UNK/w00064_f2.png,riawelc,data/raw/riawelc/RT/UNK/w00064_f2.png,02b9888cff14c3caf3e1ab0f502e74c8900e2f1e4458832de34e398cb25db4b5,224,224,RT,UNK,False,0,,,,classification,False,7103c74fbd2f1004fdb5b36c5f96f38f541b4243ecfc55e2e6e08a8199614136,grp_UNK_02b9888cff14,4,UNK|__normal__,train,C1,,,none,,none,,riawelc-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
riawelc:data/raw/riawelc/RT/UNK/w00006_f0.png,riawelc,data/raw/riawelc/RT/UNK/w00006_f0.png,033e631ae18dc883fa49b265b331bb067a557bdbe7f6351f3675d6f2dcce0145,224,224,RT,UNK,False,0,,,,classification,False,7501eaecc3f6c2837c298ac503aedc496d0d6124c1a29d16de62595becee87c2,grp_UNK_033e631ae18d,1,UNK|__normal__,eval,,,,none,,none,,riawelc-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
riawelc:data/raw/riawelc/RT/UNK/w00047_f1.png,riawelc,data/raw/riawelc/RT/UNK/w00047_f1.png,04972ae15fa2785e7d19d07796aef4766dc3ef62cc2297990a3a701eaade3d82,224,224,RT,UNK,False,0,,,,classification,False,0e8589dc4f69e983280c0318fe9849d96da04c8cf62ba8b79935b2234720139f,grp_UNK_04972ae15fa2,4,UNK|__normal__,eval,,,,none,,none,,riawelc-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
riawelc:data/raw/riawelc/RT/UNK/w00193_f0.png,riawelc,data/raw/riawelc/RT/UNK/w00193_f0.png,05630469b68d3759f48c07e2d7d2561c672affac18582cf3c56274b4fd6cf28e,224,224,RT,UNK,False,0,,,,classification,False,6611461bf289f354c5f83b9ff7b10aef5ebd76871bc98362c364fa1eae83322d,grp_UNK_05630469b68d,1,UNK|__normal__,val,C3,,,none,,none,,riawelc-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
riawelc:data/raw/riawelc/RT/UNK/w00003_f1.png,riawelc,data/raw/riawelc/RT/UNK/w00003_f1.png,05b465305123756067d463c4b8325abc5d3eeb0221af8e6a085075b2da74fbac,224,224,RT,UNK,True,2,lack_of_penetration;porosity,2011;402,LP;PO,classification,False,7ee789f5849c0576df44ef1cf7aab19efb49ffc0f61e92a2fbfae24c5cd79c83,grp_UNK_05b465305123,4,UNK|porosity,train,C3,,,none,,none,,riawelc-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
riawelc:data/raw/riawelc/RT/UNK/w00001_f0.png,riawelc,data/raw/riawelc/RT/UNK/w00001_f0.png,05f18af82ada26920930fed2fbf64812217b8e204586d83647e64ac88392989e,224,224,RT,UNK,False,0,,,,classification,False,d88490650870f3d61e4b0987d28c1832654e43e37adaea2a3e40eee36e1d1d17,grp_UNK_05f18af82ada,1,UNK|__normal__,train,C2,,,none,,none,,riawelc-mock-v1,1,MOCK — 실이미지 없음. 스키마 검증·선행 개발 전용
